dataset,dr_method,dimension,embedding,kta_method,reps_mean,reps_std,random_samples_mean,random_samples_std,learning_rate_mean,learning_rate_std,epochs_config_mean,epochs_config_std,wall_clock_time_mean,wall_clock_time_std,final_alignment_mean,final_alignment_std,final_loss_mean,final_loss_std,train_accuracy_mean,train_accuracy_std,test_accuracy_mean,test_accuracy_std,balanced_train_accuracy_mean,balanced_train_accuracy_std,balanced_test_accuracy_mean,balanced_test_accuracy_std,f1_score_mean,f1_score_std,precision_mean,precision_std,recall_mean,recall_std,generalization_gap_mean,generalization_gap_std,train_margin_mean,train_margin_std,test_margin_mean,test_margin_std,kernel_variance_mean,kernel_variance_std,effective_rank_mean,effective_rank_std,fro_norm_mean,fro_norm_std,centered_alignment_mean,centered_alignment_std,epochs_mean,epochs_std,training_time_mean,training_time_std,circuit_executions_mean,circuit_executions_std
parkinsons,fs,2,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,1.051358097329891,0.03222154282370857,0.9388668537139893,0.0,5.781650543212891e-06,0.0,0.7307692307692307,0.0,0.8461538461538461,0.0,0.5,0.0,0.5,0.0,0.4583333333333333,0.0,0.4230769230769231,0.0,0.5,0.0,-0.11538461538461542,0.0,0.9930377079126163,0.0,0.9851667284965515,0.0,0.00011292750423308462,0.0,1.0484822988510132,0.0,154.76649475097656,0.0,0.3526577651500702,0.0,100.0,0.0,0.8684477363325035,0.023930479424910295,1273578.0,0.0
parkinsons,fs,4,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,5.494968708332938,0.022096294188114513,0.9505324363708496,0.0,8.893013000488281e-05,0.0,0.8717948717948718,0.0,0.8974358974358975,0.0,0.7619047619047619,0.0,0.6666666666666666,0.0,0.7214285714285714,0.0,0.9459459459459459,0.0,0.6666666666666666,0.0,-0.02564102564102566,0.0,0.957540682823728,0.0,0.9475451611214755,0.0,0.008865748532116413,0.0,1.502763271331787,0.0,143.5460205078125,0.0,0.35602617263793945,0.0,100.0,0.0,4.745021666662069,0.018227440058899157,1273578.0,0.0
parkinsons,fs,6,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,19.522901569337893,0.04992068404437536,0.9476805329322815,0.0,0.005449175834655762,0.0,0.8717948717948718,0.0,0.8974358974358975,0.0,0.7619047619047619,0.0,0.6666666666666666,0.0,0.7214285714285714,0.0,0.9459459459459459,0.0,0.6666666666666666,0.0,-0.02564102564102566,0.0,0.9707602576257669,0.0,0.9631144473863019,0.0,0.01769716665148735,0.0,2.476398229598999,0.0,127.658935546875,0.0,0.28538978099823,0.0,100.0,0.0,17.6887005000123,0.08230216383550416,1273578.0,0.0
parkinsons,fs,8,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,78.2270871946724,5.739687020149849,0.9358959197998047,0.0,0.055422425270080566,0.0,0.8589743589743589,0.0,0.8974358974358975,0.0,0.7456140350877193,0.0,0.6666666666666666,0.0,0.7214285714285714,0.0,0.9459459459459459,0.0,0.6666666666666666,0.0,-0.03846153846153855,0.0,1.0193049088138566,0.0,0.9833708735998155,0.0,0.015749936923384666,0.0,2.443883180618286,0.0,126.30894470214844,0.0,0.23149561882019043,0.0,100.0,0.0,74.3171096246806,5.7252799286599725,1273578.0,0.0
parkinsons,pca,2,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,1.3425103889991685,0.4348986601253761,0.9416685104370117,0.0,0.00012636184692382812,0.0,0.7307692307692307,0.0,0.8461538461538461,0.0,0.5,0.0,0.5,0.0,0.4583333333333333,0.0,0.4230769230769231,0.0,0.5,0.0,-0.11538461538461542,0.0,0.9518154874826089,0.0,0.9024332425533196,0.0,0.0016160428058356047,0.0,1.1506197452545166,0.0,151.32565307617188,0.0,0.236057311296463,0.0,100.0,0.0,1.05019766666616,0.2595211875843484,1273578.0,0.0
parkinsons,pca,4,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,5.464955000332945,0.09263510686926585,0.9438668489456177,0.0,0.0006721019744873047,0.0,0.8525641025641025,0.0,0.8974358974358975,0.0,0.7337092731829573,0.0,0.6666666666666666,0.0,0.7214285714285714,0.0,0.9459459459459459,0.0,0.6666666666666666,0.0,-0.044871794871794934,0.0,1.0246573951601865,0.0,1.0121610552386329,0.0,0.00962165929377079,0.0,1.4988924264907837,0.0,142.49143981933594,0.0,0.41495051980018616,0.0,100.0,0.0,4.698273847005718,0.11182014218323189,1273578.0,0.0
parkinsons,pca,6,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,19.356922069001786,0.13627829896243737,0.9420793056488037,0.0,0.00342482328414917,0.0,0.8717948717948718,0.0,0.8974358974358975,0.0,0.7844611528822055,0.0,0.6666666666666666,0.0,0.7214285714285714,0.0,0.9459459459459459,0.0,0.6666666666666666,0.0,-0.02564102564102566,0.0,1.0167715905570855,0.0,0.9565360288015151,0.0,0.016018252819776535,0.0,2.507415294647217,0.0,126.26234436035156,0.0,0.33823731541633606,0.0,100.0,0.0,17.498805041677162,0.18823817995551603,1273578.0,0.0
parkinsons,pca,8,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,74.95373574999394,1.5555448239294243,0.9452813863754272,0.0,0.012897789478302002,0.0,0.8910256410256411,0.0,0.8974358974358975,0.0,0.8051378446115288,0.0,0.6666666666666666,0.0,0.7214285714285714,0.0,0.9459459459459459,0.0,0.6666666666666666,0.0,-0.0064102564102563875,0.0,1.0150476602452936,0.0,0.9870546795210523,0.0,0.018286246806383133,0.0,2.4314944744110107,0.0,128.5640106201172,0.0,0.3465270698070526,0.0,100.0,0.0,71.01191494432472,1.5852111713770123,1273578.0,0.0
parkinsons,rp,2,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,1.0627119720059757,0.020694864612906306,0.9399992227554321,0.0,0.0002384781837463379,0.0,0.7307692307692307,0.0,0.8461538461538461,0.0,0.5,0.0,0.5,0.0,0.4583333333333333,0.0,0.4230769230769231,0.0,0.5,0.0,-0.11538461538461542,0.0,0.9453335278309308,0.0,0.8993150309110299,0.0,0.0006098774028941989,0.0,1.1096044778823853,0.0,152.98023986816406,0.0,0.2953377366065979,0.0,100.0,0.0,0.8756136803422123,0.013353224134998416,1273578.0,0.0
parkinsons,rp,4,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,5.457133361002586,0.019492984025858123,0.9402428269386292,0.0,0.0008512735366821289,0.0,0.8141025641025642,0.0,0.8461538461538461,0.0,0.6848370927318296,0.0,0.6363636363636364,0.0,0.6558823529411765,0.0,0.6928571428571427,0.0,0.6363636363636364,0.0,-0.03205128205128205,0.0,0.9154040658731856,0.0,0.8989293998033782,0.0,0.004923608619719744,0.0,1.4783298969268799,0.0,143.94236755371094,0.0,0.2715168595314026,0.0,100.0,0.0,4.71525648634027,0.01862722082401615,1273578.0,0.0
parkinsons,rp,6,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,19.445336611330276,0.12061613038738948,0.9274801015853882,0.0,0.00938725471496582,0.0,0.7884615384615384,0.0,0.8717948717948718,0.0,0.6071428571428571,0.0,0.5833333333333334,0.0,0.607645875251509,0.0,0.9342105263157895,0.0,0.5833333333333334,0.0,-0.08333333333333337,0.0,0.90062705299511,0.0,0.9218421831642395,0.0,0.020795650780200958,0.0,2.208587884902954,0.0,130.27847290039062,0.0,0.06259055435657501,0.0,100.0,0.0,17.62404811132971,0.12274857187233205,1273578.0,0.0
parkinsons,rp,8,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,74.70352450000549,1.3831675220742319,0.9358885288238525,0.0,0.016581416130065918,0.0,0.8589743589743589,0.0,0.8974358974358975,0.0,0.7456140350877193,0.0,0.6666666666666666,0.0,0.7214285714285714,0.0,0.9459459459459459,0.0,0.6666666666666666,0.0,-0.03846153846153855,0.0,0.9931284796604428,0.0,0.9612801868555372,0.0,0.027302738279104233,0.0,2.7619731426239014,0.0,123.11141967773438,0.0,0.3115319609642029,0.0,100.0,0.0,70.80498122200758,1.3746013783022286,1273578.0,0.0
parkinsons,umap,2,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,1.0683847500088934,0.012723525628578309,0.9403777718544006,0.0,0.0007055997848510742,0.0,0.8205128205128206,0.0,0.8974358974358975,0.0,0.6892230576441104,0.0,0.6666666666666666,0.0,0.7214285714285714,0.0,0.9459459459459459,0.0,0.6666666666666666,0.0,-0.07692307692307698,0.0,0.946243521494743,0.0,0.9659636242267413,0.0,0.005434642545878887,0.0,1.3202757835388184,0.0,145.6981964111328,0.0,0.31021514534950256,0.0,100.0,0.0,0.8816050136617074,0.007158201114862957,1273578.0,0.0
parkinsons,umap,4,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,5.471822736328856,0.009487038701409633,0.9298046231269836,0.0,0.029209136962890625,0.0,0.8461538461538461,0.0,0.9487179487179486,0.0,0.7142857142857143,0.0,0.8333333333333334,0.0,0.8852941176470588,0.0,0.9714285714285714,0.0,0.8333333333333334,0.0,-0.10256410256410253,0.0,0.9646935255280132,0.0,0.9722272727037821,0.0,0.03329494222998619,0.0,3.31585431098938,0.0,111.36515808105469,0.0,0.16917350888252258,0.0,100.0,0.0,4.7249776246608235,0.004373342578375859,1273578.0,0.0
parkinsons,umap,6,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,19.521714638996247,0.0799598861243228,0.9542763829231262,0.0,0.0024340152740478516,0.0,0.8397435897435898,0.0,0.8974358974358975,0.0,0.7023809523809522,0.0,0.6666666666666666,0.0,0.7214285714285714,0.0,0.9459459459459459,0.0,0.6666666666666666,0.0,-0.05769230769230771,0.0,0.9990455113224667,0.0,1.0434594990786383,0.0,0.013147242367267609,0.0,2.2082831859588623,0.0,131.09671020507812,0.0,0.2712206542491913,0.0,100.0,0.0,17.68229323599371,0.04817844538280506,1273578.0,0.0
parkinsons,umap,8,quack_embedding,random_kta,2.0,0.0,8.0,0.0,0.20000000000000004,0.0,100.0,0.0,74.65312895866616,1.6154314193731776,0.9411501884460449,0.0,0.011445403099060059,0.0,0.8397435897435898,0.0,0.8974358974358975,0.0,0.7023809523809522,0.0,0.6666666666666666,0.0,0.7214285714285714,0.0,0.9459459459459459,0.0,0.6666666666666666,0.0,-0.05769230769230771,0.0,0.9945409619790561,0.0,0.9883244316100016,0.0,0.04039650782942772,0.0,3.2414722442626953,0.0,112.31075286865234,0.0,0.2942824959754944,0.0,100.0,0.0,70.74108113899517,1.6077670865243425,1273578.0,0.0
