dataset,seed,dr_method,dimension,embedding,kta_method,reps,random_samples,learning_rate,epochs_config,wall_clock_time,final_alignment,final_loss,train_accuracy,test_accuracy,balanced_train_accuracy,balanced_test_accuracy,f1_score,precision,recall,generalization_gap,train_margin,test_margin,kernel_variance,effective_rank,fro_norm,centered_alignment,epochs,training_time,circuit_executions
madelon,0,pca,2,quack_embedding,random_kta,2,8,0.2,20,1.4143956250045449,0.8996921181678772,0.11046069860458374,0.5125,0.45,0.5,0.5,0.3103448275862069,0.225,0.5,0.062499999999999944,0.4895544950741969,0.4875730601227886,0.013244015164673328,1.5714538097381592,141.8408966064453,0.006281854119151831,20,0.9288805830001365,309112
madelon,0,pca,4,quack_embedding,random_kta,2,8,0.2,20,2.8137870840146206,0.8945118188858032,0.09991282224655151,0.5375,0.5,0.5265791119449655,0.5404040404040404,0.4301994301994302,0.6111111111111112,0.5404040404040404,0.03749999999999998,0.5470212505508903,0.43564004762360964,0.015613442286849022,2.7911603450775146,124.42011260986328,0.00683876546099782,20,2.041920415998902,309112
madelon,0,pca,6,quack_embedding,random_kta,2,8,0.2,20,8.642937291006092,0.8853306174278259,0.10101234912872314,0.65625,0.525,0.6530644152595373,0.5429292929292929,0.5174603174603174,0.5484330484330484,0.5429292929292929,0.13124999999999998,0.5859797999329984,0.6163583867064728,0.017680799588561058,5.111546039581299,107.08541107177734,0.021885011345148087,20,6.83778204198461,309112
madelon,0,pca,8,quack_embedding,random_kta,2,8,0.2,20,27.131337499973597,0.5455805063247681,0.5154159069061279,0.91875,0.4,0.9194809255784866,0.40404040404040403,0.4,0.40404040404040403,0.40404040404040403,0.5187499999999999,0.6753733731421916,0.33790275686078475,0.016948306933045387,85.96476745605469,26.490827560424805,0.04951838031411171,20,23.20400429100846,309112
madelon,0,rp,2,quack_embedding,random_kta,2,8,0.2,20,0.6154685000074096,0.8983694314956665,0.10923993587493896,0.5125,0.45,0.5,0.5,0.3103448275862069,0.225,0.5,0.062499999999999944,0.89676928045659,0.9058744303480353,0.00020680570742115378,1.0844614505767822,157.81422424316406,0.008319392800331116,20,0.4391350829973817,309112
madelon,0,rp,4,quack_embedding,random_kta,2,8,0.2,20,2.7396743340068497,0.7591589689254761,0.2711787223815918,0.61875,0.4,0.6164790494058787,0.40909090909090906,0.39849624060150374,0.40625,0.40909090909090906,0.21875,0.614209156811774,0.6016157246712578,0.060300447046756744,8.775388717651367,74.1898193359375,0.03434739634394646,20,2.0070346249849536,309112
madelon,0,rp,6,quack_embedding,random_kta,2,8,0.2,20,8.911175374989398,0.8743994832038879,0.1058911681175232,0.55625,0.5,0.5461225766103814,0.5454545454545454,0.40476190476190477,0.7368421052631579,0.5454545454545454,0.05625000000000002,0.4501423033157705,0.4570638617957856,0.02172769606113434,5.216718673706055,108.5720443725586,0.010858198627829552,20,7.116354500001762,309112
madelon,0,rp,8,quack_embedding,random_kta,2,8,0.2,20,27.32696441700682,0.2533598244190216,0.6158322691917419,1.0,0.4,1.0,0.40404040404040403,0.4,0.40404040404040403,0.40404040404040403,0.6,0.8713199104575494,0.2085141539765721,0.006593697238713503,150.50662231445312,13.599287986755371,0.07825551182031631,20,23.428869041992584,309112
madelon,0,umap,2,quack_embedding,random_kta,2,8,0.2,20,0.6255676250148099,0.8961212635040283,0.10734319686889648,0.5125,0.45,0.5,0.5,0.3103448275862069,0.225,0.5,0.062499999999999944,0.7143975317704825,0.6663073624730267,0.0024092767853289843,1.304951786994934,150.86196899414062,0.005300572142004967,20,0.44706329199834727,309112
madelon,0,umap,4,quack_embedding,random_kta,2,8,0.2,20,2.7968704999948386,0.7775545716285706,0.20452213287353516,0.73125,0.525,0.7324890556597874,0.5176767676767677,0.5174603174603174,0.5179028132992327,0.5176767676767677,0.20624999999999993,0.6218447382291552,0.6566215944289193,0.055888980627059937,9.636580467224121,77.60672760009766,0.030600588768720627,20,2.050568791979458,309112
madelon,0,umap,6,quack_embedding,random_kta,2,8,0.2,20,9.037031124986243,0.7975478172302246,0.23309457302093506,0.68125,0.475,0.6796435272045028,0.4873737373737374,0.47203016970458833,0.4866666666666667,0.4873737373737374,0.20625000000000004,0.6182765975249507,0.5692606828501072,0.03669244423508644,14.887588500976562,69.61152648925781,0.027847928926348686,20,7.174846500012791,309112
madelon,0,umap,8,quack_embedding,random_kta,2,8,0.2,20,27.57717487498303,0.13666771352291107,0.6369060277938843,1.0,0.475,1.0,0.49242424242424243,0.4666666666666667,0.49145299145299143,0.49242424242424243,0.525,0.9493168940329602,0.1288329358050969,0.006275954656302929,158.05491638183594,12.807238578796387,0.07995296269655228,20,23.655052500020247,309112
madelon,0,fs,2,quack_embedding,random_kta,2,8,0.2,20,0.627866750000976,0.8941935300827026,0.11423617601394653,0.5125,0.45,0.5,0.5,0.3103448275862069,0.225,0.5,0.062499999999999944,0.9533793716791381,0.9549411316077707,0.01621023751795292,1.4403605461120605,144.31704711914062,0.000979745527729392,20,0.4458786249742843,309112
madelon,0,fs,4,quack_embedding,random_kta,2,8,0.2,20,2.7922590840025805,0.8935931921005249,0.11212426424026489,0.59375,0.575,0.590838023764853,0.5934343434343434,0.5682539682539682,0.6054131054131053,0.5934343434343434,0.018750000000000044,0.4436166158308029,0.506262818663694,0.012631308287382126,3.2525150775909424,122.17082977294922,0.026869716122746468,20,2.0453000829729717,309112
madelon,0,fs,6,quack_embedding,random_kta,2,8,0.2,20,9.084265874989796,0.8505633473396301,0.11974954605102539,0.61875,0.5,0.6164790494058787,0.5101010101010102,0.4987468671679198,0.5104166666666666,0.5101010101010102,0.11875000000000002,0.5687614582506291,0.6314988855008291,0.03178943693637848,4.173341751098633,112.06671905517578,0.02402193285524845,20,7.206701666000299,309112
madelon,0,fs,8,quack_embedding,random_kta,2,8,0.2,20,27.53567229199689,0.7920204997062683,0.2877243757247925,0.75,0.45,0.7470293933708567,0.4595959595959596,0.44862155388471175,0.45833333333333337,0.4595959595959596,0.3,0.5710279385758825,0.4777888023653614,0.031027179211378098,20.686668395996094,67.99455261230469,0.0355779267847538,20,23.595951332972618,309112
madelon,1,pca,2,quack_embedding,random_kta,2,8,0.2,20,0.6452205830137245,0.8996921181678772,0.11046069860458374,0.5125,0.45,0.5,0.5,0.3103448275862069,0.225,0.5,0.062499999999999944,0.4895544950741969,0.4875730601227886,0.013244015164673328,1.5714538097381592,141.8408966064453,0.006281854119151831,20,0.46210233302554116,309112
madelon,1,pca,4,quack_embedding,random_kta,2,8,0.2,20,2.7454021669982467,0.8945118188858032,0.09991282224655151,0.5375,0.5,0.5265791119449655,0.5404040404040404,0.4301994301994302,0.6111111111111112,0.5404040404040404,0.03749999999999998,0.5470212505508903,0.43564004762360964,0.015613442286849022,2.7911603450775146,124.42011260986328,0.00683876546099782,20,1.9945409999927506,309112
madelon,1,pca,6,quack_embedding,random_kta,2,8,0.2,20,8.918158749991562,0.8853306174278259,0.10101234912872314,0.65625,0.525,0.6530644152595373,0.5429292929292929,0.5174603174603174,0.5484330484330484,0.5429292929292929,0.13124999999999998,0.5859797999329984,0.6163583867064728,0.017680799588561058,5.111546039581299,107.08541107177734,0.021885011345148087,20,7.105032083025435,309112
madelon,1,pca,8,quack_embedding,random_kta,2,8,0.2,20,27.712629666988505,0.5455805063247681,0.5154159069061279,0.91875,0.4,0.9194809255784866,0.40404040404040403,0.4,0.40404040404040403,0.40404040404040403,0.5187499999999999,0.6753733731421916,0.33790275686078475,0.016948306933045387,85.96476745605469,26.490827560424805,0.04951838031411171,20,23.782405541016487,309112
madelon,1,rp,2,quack_embedding,random_kta,2,8,0.2,20,0.6217662919953,0.8983694314956665,0.10923993587493896,0.5125,0.45,0.5,0.5,0.3103448275862069,0.225,0.5,0.062499999999999944,0.89676928045659,0.9058744303480353,0.00020680570742115378,1.0844614505767822,157.81422424316406,0.008319392800331116,20,0.4431695840030443,309112
madelon,1,rp,4,quack_embedding,random_kta,2,8,0.2,20,2.804189749993384,0.7591589689254761,0.2711787223815918,0.61875,0.4,0.6164790494058787,0.40909090909090906,0.39849624060150374,0.40625,0.40909090909090906,0.21875,0.614209156811774,0.6016157246712578,0.060300447046756744,8.775388717651367,74.1898193359375,0.03434739634394646,20,2.0603423330176156,309112
madelon,1,rp,6,quack_embedding,random_kta,2,8,0.2,20,8.977922749996651,0.8743994832038879,0.1058911681175232,0.55625,0.5,0.5461225766103814,0.5454545454545454,0.40476190476190477,0.7368421052631579,0.5454545454545454,0.05625000000000002,0.4501423033157705,0.4570638617957856,0.02172769606113434,5.216718673706055,108.5720443725586,0.010858198627829552,20,7.163486292003654,309112
madelon,1,rp,8,quack_embedding,random_kta,2,8,0.2,20,27.62512041599257,0.2533598244190216,0.6158322691917419,1.0,0.4,1.0,0.40404040404040403,0.4,0.40404040404040403,0.40404040404040403,0.6,0.8713199104575494,0.2085141539765721,0.006593697238713503,150.50662231445312,13.599287986755371,0.07825551182031631,20,23.696050208003726,309112
madelon,1,umap,2,quack_embedding,random_kta,2,8,0.2,20,0.6380570830078796,0.8961212635040283,0.10734319686889648,0.5125,0.45,0.5,0.5,0.3103448275862069,0.225,0.5,0.062499999999999944,0.7143975317704825,0.6663073624730267,0.0024092767853289843,1.304951786994934,150.86196899414062,0.005300572142004967,20,0.45654420799110085,309112
madelon,1,umap,4,quack_embedding,random_kta,2,8,0.2,20,2.8007585830055177,0.7775545716285706,0.20452213287353516,0.73125,0.525,0.7324890556597874,0.5176767676767677,0.5174603174603174,0.5179028132992327,0.5176767676767677,0.20624999999999993,0.6218447382291552,0.6566215944289193,0.055888980627059937,9.636580467224121,77.60672760009766,0.030600588768720627,20,2.054249999986496,309112
madelon,1,umap,6,quack_embedding,random_kta,2,8,0.2,20,9.01263454099535,0.7975478172302246,0.23309457302093506,0.68125,0.475,0.6796435272045028,0.4873737373737374,0.47203016970458833,0.4866666666666667,0.4873737373737374,0.20625000000000004,0.6182765975249507,0.5692606828501072,0.03669244423508644,14.887588500976562,69.61152648925781,0.027847928926348686,20,7.182357666984899,309112
madelon,1,umap,8,quack_embedding,random_kta,2,8,0.2,20,27.56822754102177,0.13666771352291107,0.6369060277938843,1.0,0.475,1.0,0.49242424242424243,0.4666666666666667,0.49145299145299143,0.49242424242424243,0.525,0.9493168940329602,0.1288329358050969,0.006275954656302929,158.05491638183594,12.807238578796387,0.07995296269655228,20,23.620520208001835,309112
madelon,1,fs,2,quack_embedding,random_kta,2,8,0.2,20,0.6402367500122637,0.8941935300827026,0.11423617601394653,0.5125,0.45,0.5,0.5,0.3103448275862069,0.225,0.5,0.062499999999999944,0.9533793716791381,0.9549411316077707,0.01621023751795292,1.4403605461120605,144.31704711914062,0.000979745527729392,20,0.46023683398379944,309112
madelon,1,fs,4,quack_embedding,random_kta,2,8,0.2,20,2.7804933750012424,0.8935931921005249,0.11212426424026489,0.59375,0.575,0.590838023764853,0.5934343434343434,0.5682539682539682,0.6054131054131053,0.5934343434343434,0.018750000000000044,0.4436166158308029,0.506262818663694,0.012631308287382126,3.2525150775909424,122.17082977294922,0.026869716122746468,20,2.03320220799651,309112
madelon,1,fs,6,quack_embedding,random_kta,2,8,0.2,20,9.051903792016674,0.8505633473396301,0.11974954605102539,0.61875,0.5,0.6164790494058787,0.5101010101010102,0.4987468671679198,0.5104166666666666,0.5101010101010102,0.11875000000000002,0.5687614582506291,0.6314988855008291,0.03178943693637848,4.173341751098633,112.06671905517578,0.02402193285524845,20,7.241446125000948,309112
madelon,1,fs,8,quack_embedding,random_kta,2,8,0.2,20,27.585950208012946,0.7920204997062683,0.2877243757247925,0.75,0.45,0.7470293933708567,0.4595959595959596,0.44862155388471175,0.45833333333333337,0.4595959595959596,0.3,0.5710279385758825,0.4777888023653614,0.031027179211378098,20.686668395996094,67.99455261230469,0.0355779267847538,20,23.6669034579827,309112
madelon,2,pca,2,quack_embedding,random_kta,2,8,0.2,20,0.6361317499831785,0.8996921181678772,0.11046069860458374,0.5125,0.45,0.5,0.5,0.3103448275862069,0.225,0.5,0.062499999999999944,0.4895544950741969,0.4875730601227886,0.013244015164673328,1.5714538097381592,141.8408966064453,0.006281854119151831,20,0.45399133299360983,309112
madelon,2,pca,4,quack_embedding,random_kta,2,8,0.2,20,2.7532836659811437,0.8945118188858032,0.09991282224655151,0.5375,0.5,0.5265791119449655,0.5404040404040404,0.4301994301994302,0.6111111111111112,0.5404040404040404,0.03749999999999998,0.5470212505508903,0.43564004762360964,0.015613442286849022,2.7911603450775146,124.42011260986328,0.00683876546099782,20,2.0101440840226132,309112
madelon,2,pca,6,quack_embedding,random_kta,2,8,0.2,20,9.05795970800682,0.8853306174278259,0.10101234912872314,0.65625,0.525,0.6530644152595373,0.5429292929292929,0.5174603174603174,0.5484330484330484,0.5429292929292929,0.13124999999999998,0.5859797999329984,0.6163583867064728,0.017680799588561058,5.111546039581299,107.08541107177734,0.021885011345148087,20,7.240696000022581,309112
madelon,2,pca,8,quack_embedding,random_kta,2,8,0.2,20,27.71267191701918,0.5455805063247681,0.5154159069061279,0.91875,0.4,0.9194809255784866,0.40404040404040403,0.4,0.40404040404040403,0.40404040404040403,0.5187499999999999,0.6753733731421916,0.33790275686078475,0.016948306933045387,85.96476745605469,26.490827560424805,0.04951838031411171,20,23.770444291003514,309112
madelon,2,rp,2,quack_embedding,random_kta,2,8,0.2,20,0.6344713330036029,0.8983694314956665,0.10923993587493896,0.5125,0.45,0.5,0.5,0.3103448275862069,0.225,0.5,0.062499999999999944,0.89676928045659,0.9058744303480353,0.00020680570742115378,1.0844614505767822,157.81422424316406,0.008319392800331116,20,0.4538290420023259,309112
madelon,2,rp,4,quack_embedding,random_kta,2,8,0.2,20,2.7715714999940246,0.7591589689254761,0.2711787223815918,0.61875,0.4,0.6164790494058787,0.40909090909090906,0.39849624060150374,0.40625,0.40909090909090906,0.21875,0.614209156811774,0.6016157246712578,0.060300447046756744,8.775388717651367,74.1898193359375,0.03434739634394646,20,2.0312282090017106,309112
madelon,2,rp,6,quack_embedding,random_kta,2,8,0.2,20,9.052425375004532,0.8743994832038879,0.1058911681175232,0.55625,0.5,0.5461225766103814,0.5454545454545454,0.40476190476190477,0.7368421052631579,0.5454545454545454,0.05625000000000002,0.4501423033157705,0.4570638617957856,0.02172769606113434,5.216718673706055,108.5720443725586,0.010858198627829552,20,7.232266167004127,309112
