dataset,dr_method,dimension,embedding,kta_mean,kta_std,centered_kta_mean,centered_kta_std,variance_mean,variance_std,effective_rank_mean,effective_rank_std,fro_norm_mean,fro_norm_std,svm_train_acc_mean,svm_train_acc_std,svm_test_acc_mean,svm_test_acc_std
swiss_roll,fs,2,angle_reupload,0.0381431020796299,0.0,0.09618087857961655,0.0,0.0666126236319542,0.0,1.848926305770874,0.0,267.82720947265625,0.0,0.4533333333333333,0.02006791191019571,0.4022222222222222,0.03790827135384886
swiss_roll,fs,2,zz,0.240743026137352,0.0,0.42776134610176086,0.0,0.0842619240283966,0.0,6.900473117828369,0.0,227.2970733642578,0.0,0.9961904761904762,0.0016495721976846007,0.9977777777777778,0.003849001794597514
swiss_roll,fs,4,angle_reupload,0.05517265200614929,0.0,0.0790967047214508,0.0,0.01436437014490366,0.0,16.64852523803711,0.0,77.6939926147461,0.0,0.4504761904761905,0.011895234282663638,0.45555555555555555,0.03355481971231447
swiss_roll,fs,4,zz,0.07345838099718094,0.0,0.12001555413007736,0.0,0.02282274328172207,0.0,55.522586822509766,0.0,107.68538665771484,0.0,0.9333333333333332,0.008728715609439669,0.8711111111111111,0.026943012562182598
swiss_roll,fs,6,angle_reupload,0.05810132622718811,0.0,0.07541833817958832,0.0,0.0010254093213006854,0.0,87.53128814697266,0.0,19.647111892700195,0.0,0.5161904761904762,0.00436435780471987,0.5311111111111111,0.020367003088692638
swiss_roll,fs,6,zz,0.048301246017217636,0.0,0.068911112844944,0.0,0.007279459852725267,0.0,218.08853149414062,0.0,55.186283111572266,0.0,0.9514285714285714,0.012453996981544794,0.7466666666666667,0.048074017006186506
swiss_roll,fs,8,angle_reupload,0.02875990979373455,0.0,0.03558606654405594,0.0,7.476280006812885e-05,0.0,142.59841918945312,0.0,5.190213680267334,0.0,0.5523809523809523,0.016741329363092305,0.5466666666666667,0.04055175020198817
swiss_roll,fs,8,zz,0.05355456843972206,0.0,0.062406349927186966,0.0,0.003053271910175681,0.0,399.51318359375,0.0,30.840314865112305,0.0,0.9866666666666667,0.0043643578047198395,0.7066666666666667,0.04371625682867995
swiss_roll,fs,10,angle_reupload,0.008235876448452473,0.0,0.010104169137775898,0.0,3.2554971767240204e-06,0.0,161.1747283935547,0.0,1.096701979637146,0.0,0.5238095238095238,0.008728715609439698,0.5422222222222223,0.023412563895228278
swiss_roll,fs,10,zz,0.04565665125846863,0.0,0.047801148146390915,0.0,0.002217399887740612,0.0,470.8228454589844,0.0,24.34534454345703,0.0,1.0,0.0,0.6044444444444445,0.030792014356780046
swiss_roll,pca,2,angle_reupload,0.000670970301143825,0.0,0.005550987087190151,0.0,0.026704678311944008,0.0,1.3210629224777222,0.0,397.0671081542969,0.0,0.5009523809523809,0.01409395103518927,0.4977777777777777,0.03906310184721545
swiss_roll,pca,2,zz,0.003466909285634756,0.0,0.01992352306842804,0.0,0.051418695598840714,0.0,2.7290592193603516,0.0,376.58544921875,0.0,0.6076190476190476,0.01081696827771481,0.5422222222222222,0.007698003589194979
swiss_roll,pca,4,angle_reupload,-0.0012326111318543553,0.0,-0.0027393950149416924,0.0,0.04754037782549858,0.0,4.639132022857666,0.0,172.71429443359375,0.0,0.49333333333333335,0.01722203935240489,0.48,0.06666666666666665
swiss_roll,pca,4,zz,0.012972145341336727,0.0,0.026632467284798622,0.0,0.03642513230443001,0.0,24.1573486328125,0.0,164.610107421875,0.0,0.7552380952380952,0.018589734567564846,0.5977777777777779,0.02036700308869262
swiss_roll,pca,6,angle_reupload,0.0011106723686680198,0.0,0.0017446548445150256,0.0,0.0034832581877708435,0.0,39.52229309082031,0.0,37.21235656738281,0.0,0.41238095238095235,0.013502330360721735,0.42,0.030550504633038947
swiss_roll,pca,6,zz,0.016907280310988426,0.0,0.026242898777127266,0.0,0.01050090603530407,0.0,150.68319702148438,0.0,71.69799041748047,0.0,0.8504761904761905,0.028042727360638994,0.5822222222222222,0.0772681717809498
swiss_roll,pca,8,angle_reupload,0.004686407279223204,0.0,0.005946555640548468,0.0,0.0003383391594979912,0.0,100.88143920898438,0.0,10.591020584106445,0.0,0.5171428571428572,0.023386722205349902,0.5288888888888889,0.05551109331909693
swiss_roll,pca,8,zz,0.026836244389414787,0.0,0.03422591835260391,0.0,0.004004192538559437,0.0,339.408935546875,0.0,37.97880935668945,0.0,0.9761904761904763,0.011547005383792509,0.5511111111111111,0.030061665018819267
swiss_roll,pca,10,angle_reupload,0.005201374180614948,0.0,0.006400058977305889,0.0,6.757724804629106e-06,0.0,150.64109802246094,0.0,1.5472837686538696,0.0,0.5152380952380953,0.00436435780471983,0.5155555555555555,0.033554819712314436
swiss_roll,pca,10,zz,0.038276031613349915,0.0,0.04171627014875412,0.0,0.0024274070747196674,0.0,448.6829833984375,0.0,26.273237228393555,0.0,0.9990476190476191,0.0016495721976846568,0.5577777777777778,0.020367003088692617
swiss_roll,rp,2,angle_reupload,0.001962097827345133,0.0,0.014880278147757053,0.0,0.02973301149904728,0.0,1.3995260000228882,0.0,389.8391418457031,0.0,0.44285714285714284,0.015118578920369066,0.42444444444444446,0.016777409856157218
swiss_roll,rp,2,zz,0.005069270264357328,0.0,0.025628020986914635,0.0,0.059909846633672714,0.0,2.856231212615967,0.0,368.5393371582031,0.0,0.5828571428571429,0.013093073414159585,0.58,0.017638342073763913
swiss_roll,rp,4,angle_reupload,0.008566486649215221,0.0,0.01775677129626274,0.0,0.0475018173456192,0.0,4.616245269775391,0.0,168.8140869140625,0.0,0.5123809523809524,0.03185853082605285,0.4888888888888889,0.06809579309353138
swiss_roll,rp,4,zz,0.026138661429286003,0.0,0.05444201081991196,0.0,0.03870116546750069,0.0,23.927188873291016,0.0,166.72959899902344,0.0,0.8095238095238094,0.01154700538379243,0.6911111111111111,0.00384900179459753
swiss_roll,rp,6,angle_reupload,0.004242341034114361,0.0,0.007468719035387039,0.0,0.007182687520980835,0.0,17.29918098449707,0.0,53.0131950378418,0.0,0.47333333333333333,0.014380637019563297,0.4711111111111111,0.010183501544346298
swiss_roll,rp,6,zz,0.02406696043908596,0.0,0.03847433999180794,0.0,0.01369501929730177,0.0,127.51617431640625,0.0,80.04149627685547,0.0,0.8409523809523809,0.01722203935240485,0.54,0.0
swiss_roll,rp,8,angle_reupload,0.0023610081989318132,0.0,0.0031388087663799524,0.0,0.0012653910089284182,0.0,49.261688232421875,0.0,19.899311065673828,0.0,0.5,0.04462999814803796,0.5288888888888889,0.010183501544346343
swiss_roll,rp,8,zz,0.02396388351917267,0.0,0.03144848719239235,0.0,0.004644955042749643,0.0,309.52069091796875,0.0,41.77275085449219,0.0,0.9523809523809524,0.004364357804719864,0.5177777777777778,0.010183501544346244
swiss_roll,rp,10,angle_reupload,0.007379782851785421,0.0,0.008973417803645134,0.0,1.2655920727411285e-05,0.0,117.53610229492188,0.0,2.01259708404541,0.0,0.5,0.0,0.5,0.0
swiss_roll,rp,10,zz,0.040333397686481476,0.0,0.04422985389828682,0.0,0.0024915351532399654,0.0,445.24053955078125,0.0,26.64027214050293,0.0,0.9971428571428572,0.002857142857142822,0.5644444444444444,0.054296852101647204
swiss_roll,umap,2,angle_reupload,-0.0014361939392983913,0.0,-0.004460146650671959,0.0,0.05701618641614914,0.0,1.7290399074554443,0.0,299.580810546875,0.0,0.501904761904762,0.0032991443953692815,0.5133333333333333,0.023094010767585067
swiss_roll,umap,2,zz,0.013357814401388168,0.0,0.02868827059864998,0.0,0.08239585161209106,0.0,6.0258331298828125,0.0,251.07962036132812,0.0,0.6419047619047619,0.01814529417453105,0.62,0.05033222956847166
